startup_name,domain,funding_amount,equity_offered,founders,stage,country,season,deal_status,investor
FreshWorks_876,EdTech,97772241,40.05,4,Unknown,UK,2,Unknown,Namita
DataHive_877,FinTech,56648682,0,4,Series C,Canada,6,Rejected,Anupam
DataSolutions_878,tech,49114685,7.295,2,Series B,Canada,2,Funded,Unknown
NextPulse_879,travel,49114685,7.295,4,Series C,Canada,1,Funded,Kevin
GreenGrow_880,Fashion,49114685,7.295,2,Unknown,India,7,Offer Withdrawn,Peyush
SmartWave_881,travel,49114685,7.5,2,Series B,Unknown,7,Funded,Lori
DataFoods_882,Tech,33421253,0,4,Unknown,UAE,2,Rejected,Lori
QuantumPulse_883,edtech,60291204,7.295,2,Series A,USA,7,Funded,Lori
FreshBridge_884,fashion,49114685,59.89,3,Unknown,UK,5,No Deal,Vineeta
FoodLabs_885,food,49114685,7.295,2,Unknown,USA,2,Partially Funded,Barbara
GreenWave_886,EdTech,86339931,7.295,4,Series C,India,7,Offer Withdrawn,Barbara
MetaEdge_887,Travel,49114685,48.38,4,Unknown,USA,5,Offer Withdrawn,Lori
TechHive_888,Unknown,49114685,7.295,2,Seed,Unknown,6,Funded,Unknown
QuantumGrow_889,health,74271976,3.86,3,Seed,India,2,Partially Funded,Unknown
SmartSolutions_890,EdTech,49114685,7.295,2,Unknown,Canada,4,Unknown,Anupam
HealthBridge_891,food,49114685,28.54,3,Unknown,UAE,4,Unknown,Peyush
TechBridge_892,Food,6639361,7.295,3,Unknown,UAE,2,No Deal,Namita
GreenSpark_893,ai,49114685,7.295,2,Bootstrapped,India,6,Partially Funded,Vineeta
InnoWorks_894,Tech,80990712,7.295,3,Unknown,USA,7,Unknown,Vineeta
AIKart_895,fintech,49114685,7.295,3,Angel,UK,1,Funded,Peyush
UrbanSolutions_896,EdTech,49114685,7.295,4,Series B,UAE,2,Unknown,Namita
UrbanGrow_897,fashion,49114685,7.295,3,Series B,USA,2,No Deal,Anupam
SmartGen_898,FinTech,49114685,0,2,Angel,USA,7,Rejected,Unknown
FoodSpark_899,Fashion,49114685,7.295,2,Seed,India,1,Unknown,Barbara
HealthBridge_900,travel,49114685,7.295,3,Seed,India,6,Offer Withdrawn,Aman
AIKart_901,tech,72490594,7.295,2,Angel,USA,2,Partially Funded,Ashneer
AILink_902,AI,49114685,22.18,2,Angel,UK,2,No Deal,Kevin
EduCore_903,Logistics,49114685,7.295,2,Angel,Canada,7,Partially Funded,Aman
HealthLink_904,edtech,72757054,23.45,2,Series A,Canada,2,Partially Funded,Lori
SmartBridge_905,EdTech,88700010,7.295,2,Unknown,USA,4,Offer Withdrawn,Aman
NextBox_906,Fashion,49114685,0,2,Unknown,USA,2,Rejected,Mark
FinWave_907,tech,49114685,7.295,2,Unknown,UAE,1,Partially Funded,Namita
AgriMart_908,Unknown,66790744,13.51,1,Series C,Canada,4,Unknown,Peyush
FoodSpark_909,Logistics,49114685,14.8,2,Unknown,Canada,4,Unknown,Namita
EduCore_910,agri,49114685,0,2,Bootstrapped,UAE,5,Rejected,Ashneer
HyperKart_911,food,49114685,7.295,2,Series A,India,2,Offer Withdrawn,Unknown
HealthLink_912,edtech,56393704,7.295,2,Bootstrapped,UAE,2,No Deal,Ashneer
DataNest_913,food,49114685,7.295,2,Seed,Canada,2,Unknown,Vineeta
CloudGrow_914,Tech,49114685,7.295,1,Unknown,Canada,4,Unknown,Namita
DigitalEdge_915,EdTech,42697208,7.295,2,Angel,USA,2,Unknown,Anupam
HyperHub_916,E‑commerce,22200722,36.15,2,Unknown,UK,2,No Deal,Barbara
HyperCore_917,agri,49114685,55.26,2,Series A,India,2,No Deal,Anupam
AgriLink_918,Health,49114685,0,2,Series A,India,7,Rejected,Unknown
HealthSystems_919,Fashion,71476967,7.295,1,Series B,India,2,Offer Withdrawn,Peyush
HyperEdge_920,AI,49114685,7.295,1,Angel,USA,7,Offer Withdrawn,Peyush
DigitalGen_921,Fashion,49114685,0,4,Series B,Unknown,3,Rejected,Ashneer
FoodEdge_922,logistics,49114685,18.04,2,Seed,UAE,4,Funded,Anupam
AIGen_923,Health,69238427,7.295,2,Seed,Unknown,5,Offer Withdrawn,Kevin
HealthGrow_924,logistics,99369892,7.295,3,Series A,USA,6,Partially Funded,Aman
GreenMart_925,E‑commerce,49114685,0,2,Angel,UAE,3,Rejected,Namita
BrightWorks_926,Travel,49114685,7.295,2,Unknown,Canada,2,Unknown,Anupam
DataMart_927,Health,49114685,7.295,2,Series C,UK,2,Offer Withdrawn,Namita
HealthWave_928,ai,49114685,7.295,2,Unknown,USA,2,Unknown,Aman
BrightWave_929,Food,49114685,7.295,3,Angel,UAE,6,Funded,Unknown
MetaSpark_930,fashion,47126900,7.295,4,Angel,UK,1,Funded,Ashneer
AIBridge_931,tech,49114685,7.295,3,Series B,USA,2,Partially Funded,Namita
DigitalSolutions_932,Unknown,49114685,3.78,1,Bootstrapped,Unknown,6,No Deal,Kevin
FinLabs_933,travel,49114685,7.295,2,Seed,UK,2,Funded,Vineeta
TechGen_934,agri,49114685,7.295,2,Angel,UAE,1,Funded,Ashneer
HyperNest_935,FinTech,66475539,0,2,Angel,India,1,Rejected,Lori
FoodSolutions_936,ecommerce,42691349,7.295,4,Series B,India,4,Funded,Namita
GreenNest_937,fintech,49114685,7.295,4,Series B,USA,3,Partially Funded,Barbara
TechGen_938,health,49114685,0,2,Series C,Canada,6,Rejected,Kevin
HyperCore_939,Agri,49114685,26.29,2,Seed,USA,3,Unknown,Unknown
QuantumKart_940,AI,49114685,7.295,1,Series B,Unknown,2,No Deal,Kevin
EduNest_941,Travel,49114685,7.295,4,Series A,UAE,2,Offer Withdrawn,Barbara
GreenSystems_942,logistics,49114685,0,2,Bootstrapped,Canada,4,Rejected,Anupam
HealthMart_943,tech,49114685,0,4,Angel,USA,5,Rejected,Peyush
NextGrow_944,health,49114685,7.295,2,Series B,UK,2,Funded,Barbara
GreenSpark_945,Agri,38188247,7.295,3,Series C,Canada,2,Offer Withdrawn,Unknown
MetaSpark_946,FinTech,56225394,7.295,2,Unknown,UAE,6,Partially Funded,Kevin
AIKart_947,ai,49114685,7.295,2,Angel,USA,6,Funded,Kevin
InnoGrow_948,fintech,49114685,7.295,2,Unknown,UK,1,Partially Funded,Aman
AgriNest_949,food,49114685,0,1,Seed,UAE,2,Rejected,Unknown
AgriWorks_950,tech,11845812,0,2,Unknown,India,7,Rejected,Anupam
HyperNest_951,agri,49114685,0,2,Unknown,UAE,6,Rejected,Aman
FreshLabs_952,Food,56699464,7.295,2,Series B,India,6,Funded,Ashneer
HealthGrow_953,fashion,49114685,7.295,1,Series A,Unknown,4,Unknown,Unknown
InnoFoods_954,edtech,94948712,7.295,4,Series A,UAE,2,Unknown,Kevin
TechEdge_955,food,49114685,7.295,3,Series B,USA,5,No Deal,Peyush
HyperKart_956,edtech,88092750,0,2,Bootstrapped,UAE,2,Rejected,Mark
TechSpark_957,fintech,49114685,7.295,2,Series B,UK,5,Unknown,Unknown
GreenGrow_958,travel,49114685,7.295,4,Unknown,Unknown,1,Funded,Ashneer
AICore_959,tech,49114685,7.295,3,Angel,UK,2,Offer Withdrawn,Kevin
AgriBridge_960,EdTech,27079291,7.295,2,Bootstrapped,UK,2,Partially Funded,Mark
MetaSystems_961,health,23126273,7.295,2,Series B,USA,2,Offer Withdrawn,Kevin
UrbanEdge_962,fashion,77409287,7.295,4,Unknown,India,1,Offer Withdrawn,Unknown
GreenWorks_963,Food,49114685,7.295,1,Series A,USA,4,Unknown,Barbara
SmartLabs_964,logistics,49114685,7.295,4,Bootstrapped,USA,4,Offer Withdrawn,Mark
QuantumSystems_965,Fashion,49114685,7.295,2,Angel,UK,4,Funded,Barbara
QuantumSpark_966,Health,49114685,0,2,Series A,USA,5,Rejected,Namita
AgriBridge_967,tech,49114685,7.295,4,Series C,UAE,2,No Deal,Unknown
AISpark_968,food,49114685,7.295,2,Series C,Canada,2,Offer Withdrawn,Mark
FinWorks_969,logistics,82427838,55.32,3,Bootstrapped,UAE,3,Unknown,Barbara
MetaCore_970,fashion,49114685,7.295,2,Unknown,Canada,2,Partially Funded,Aman
FinGen_971,tech,49114685,0,2,Series C,USA,4,Rejected,Vineeta
AgriLabs_972,AI,49114685,7.295,2,Series A,UAE,5,Offer Withdrawn,Namita
AIGrow_973,FinTech,49114685,7.295,2,Series B,India,4,Unknown,Ashneer
EduWorks_974,Food,49114685,7.295,2,Unknown,Canada,5,Unknown,Ashneer
CloudPulse_975,Agri,49114685,7.295,2,Series B,UK,2,Partially Funded,Peyush
QuantumLabs_976,E‑commerce,49114685,52.73,2,Series B,Canada,7,Funded,Mark
CloudNest_977,E‑commerce,49114685,7.295,2,Bootstrapped,Canada,6,Partially Funded,Aman
FinHive_978,tech,49114685,7.295,2,Series B,Canada,2,Offer Withdrawn,Unknown
DigitalFoods_979,Unknown,34574535,7.295,2,Unknown,Canada,7,No Deal,Aman
AICore_980,fashion,49114685,7.295,2,Unknown,UAE,7,Funded,Peyush
QuantumCore_981,ecommerce,11627750,59.09,2,Unknown,Canada,2,Offer Withdrawn,Kevin
DataNest_982,Health,49114685,6.99,4,Bootstrapped,UAE,1,No Deal,Aman
UrbanWave_983,agri,49114685,7.295,2,Unknown,India,4,Unknown,Mark
NextHive_984,Logistics,66529983,38.37,2,Series C,Canada,6,Offer Withdrawn,Unknown
FreshFoods_985,food,49114685,7.295,2,Unknown,Unknown,5,Partially Funded,Aman
AIGrow_986,FinTech,49114685,16.99,1,Series A,USA,5,Unknown,Namita
FreshBridge_987,Health,63334276,7.295,4,Bootstrapped,India,2,Offer Withdrawn,Kevin
DataHive_988,health,49114685,17.64,4,Seed,UK,2,No Deal,Kevin
EduGrow_989,ai,11081190,7.295,2,Series B,Unknown,6,Funded,Aman
EduEdge_990,EdTech,49114685,0,2,Series A,Canada,1,Rejected,Lori
MetaHive_991,FinTech,49114685,7.295,4,Series C,India,4,Funded,Namita
QuantumCore_992,Food,49114685,7.295,3,Angel,Canada,5,Offer Withdrawn,Unknown
GreenBridge_993,Health,63529358,7.295,2,Seed,Canada,1,Unknown,Barbara
HyperGrow_994,Logistics,16901065,7.295,2,Unknown,USA,2,Partially Funded,Lori
QuantumWave_995,ecommerce,49114685,7.295,1,Series C,India,7,Offer Withdrawn,Ashneer
BrightBox_996,E‑commerce,49114685,18.52,2,Series A,USA,3,Funded,Unknown
HyperKart_997,Tech,70576104,7.295,4,Series B,UK,5,Offer Withdrawn,Vineeta
AIGen_998,AI,49114685,13.07,2,Series A,Canada,1,No Deal,Kevin
NextKart_999,tech,49114685,7.295,2,Series C,India,4,No Deal,Ashneer
MetaHive_1000,tech,57717148,7.295,2,Series C,India,2,Funded,Aman
DigitalLabs_1001,E‑commerce,49114685,7.33,2,Series A,India,3,Partially Funded,Peyush
NextGen_1002,Tech,5239888,7.295,2,Seed,Canada,4,Funded,Namita
AILabs_1003,EdTech,49114685,7.295,1,Unknown,USA,3,No Deal,Peyush
SmartNest_1004,food,32951207,7.295,2,Unknown,India,2,No Deal,Peyush
MetaLabs_1005,ai,41212952,7.295,1,Seed,India,1,Partially Funded,Vineeta
AgriHub_1006,Unknown,79020323,7.295,2,Series B,India,1,Partially Funded,Barbara
BrightKart_1007,Tech,49114685,0,3,Unknown,India,1,Rejected,Peyush
TechBox_1008,travel,44118889,7.295,2,Series B,UAE,1,Offer Withdrawn,Namita
InnoMart_1009,Travel,57345634,7.295,3,Series A,Canada,2,Funded,Anupam
AIKart_1010,Agri,49114685,7.295,1,Series C,USA,4,Partially Funded,Lori
NextFoods_1011,E‑commerce,84156272,7.295,4,Bootstrapped,UAE,6,No Deal,Kevin
HealthWave_1012,fintech,49114685,7.295,3,Series C,Unknown,2,Unknown,Aman
UrbanSpark_1013,food,49114685,7.295,4,Series C,USA,3,Funded,Namita
MetaSystems_1014,health,49114685,46.83,3,Unknown,Canada,1,Offer Withdrawn,Lori
CloudCore_1015,tech,49114685,52.76,2,Seed,UAE,6,Partially Funded,Namita
InnoCore_1016,Logistics,49114685,7.295,2,Unknown,India,2,Unknown,Namita
AISystems_1017,Food,42831916,7.295,3,Series A,UAE,1,Offer Withdrawn,Lori
MetaSystems_1018,ai,23604641,44.98,3,Series B,India,7,No Deal,Aman
BrightSystems_1019,food,49114685,53.33,2,Series C,Canada,3,Unknown,Barbara
MetaSolutions_1020,logistics,68747016,0,1,Angel,Canada,5,Rejected,Peyush
AgriCore_1021,Fashion,49114685,7.295,2,Angel,India,1,Offer Withdrawn,Peyush
BrightBox_1022,Fashion,49114685,7.295,3,Angel,Unknown,7,No Deal,Aman
QuantumBox_1023,Logistics,49114685,7.295,2,Unknown,India,6,Funded,Namita
NextBridge_1024,tech,49114685,7.295,3,Series A,Canada,4,Unknown,Ashneer
HealthBox_1025,logistics,86645795,7.295,2,Series C,Canada,3,No Deal,Anupam
DataBox_1026,ai,8690175,7.295,1,Series B,UAE,7,Partially Funded,Ashneer
FreshPulse_1027,ai,49114685,7.295,2,Series B,Canada,1,Unknown,Aman
HyperWorks_1028,edtech,49114685,7.295,2,Bootstrapped,Canada,6,Funded,Barbara
HyperLabs_1029,tech,49114685,5.94,4,Seed,UAE,5,Offer Withdrawn,Mark
NextWave_1030,AI,49114685,0,2,Unknown,India,5,Rejected,Vineeta
HyperWave_1031,Unknown,49114685,37.74,2,Seed,USA,1,Partially Funded,Kevin
QuantumMart_1032,ecommerce,97052405,0,3,Seed,USA,2,Rejected,Ashneer
HealthGrow_1033,travel,49114685,22.22,3,Series A,UK,2,No Deal,Aman
FreshGen_1034,E‑commerce,49114685,7.295,2,Series A,Canada,2,No Deal,Anupam
HealthFoods_1035,Food,49114685,7.295,4,Bootstrapped,Canada,3,Funded,Unknown
HyperFoods_1036,health,49114685,7.295,4,Unknown,USA,1,No Deal,Ashneer
FoodWorks_1037,Food,49114685,7.295,2,Series A,Canada,2,Partially Funded,Kevin
FoodSpark_1038,travel,49114685,0,4,Series A,UAE,4,Rejected,Mark
FreshHub_1039,ecommerce,48987214,0,2,Seed,USA,5,Rejected,Unknown
SmartGen_1040,Tech,49114685,7.295,2,Seed,India,2,Offer Withdrawn,Anupam
MetaPulse_1041,Agri,2061650,0,2,Angel,India,2,Rejected,Vineeta
SmartWave_1042,edtech,49114685,7.295,1,Series C,UK,2,Offer Withdrawn,Lori
FoodEdge_1043,Unknown,49114685,7.295,4,Seed,India,1,Partially Funded,Aman
AIGen_1044,Fashion,49114685,0,2,Series C,UAE,6,Rejected,Aman
EduLabs_1045,ecommerce,49114685,7.295,3,Seed,India,2,Funded,Vineeta
CloudWorks_1046,edtech,49114685,7.295,2,Unknown,India,7,Funded,Unknown
NextWave_1047,ecommerce,49114685,7.295,2,Seed,UAE,2,Partially Funded,Ashneer
MetaSolutions_1048,fintech,49114685,7.295,1,Angel,UK,4,Partially Funded,Vineeta
EduWorks_1049,logistics,94869301,8.05,2,Unknown,India,1,Offer Withdrawn,Anupam
SmartWorks_1050,food,49114685,7.295,4,Series B,India,3,Partially Funded,Peyush
QuantumMart_1051,Unknown,86739470,0,2,Bootstrapped,UAE,7,Rejected,Aman
EduSpark_1052,Food,49114685,43.49,1,Unknown,UAE,2,Offer Withdrawn,Unknown
FoodSpark_1053,E‑commerce,49114685,7.295,2,Bootstrapped,USA,1,Partially Funded,Vineeta
DigitalMart_1054,travel,49114685,0,2,Series A,Canada,3,Rejected,Anupam
SmartBridge_1055,fintech,49114685,7.295,2,Seed,Canada,6,Unknown,Lori
TechBridge_1056,ai,49114685,7.295,2,Seed,USA,4,Offer Withdrawn,Peyush
GreenKart_1057,Health,49114685,7.295,2,Unknown,Canada,2,Offer Withdrawn,Namita
SmartMart_1058,health,535595,45.18,2,Angel,UK,2,Partially Funded,Unknown
BrightLink_1059,ai,89188828,0,2,Unknown,India,2,Rejected,Anupam
CloudHive_1060,Fashion,66786590,30.68,1,Unknown,India,6,Unknown,Unknown
DigitalWorks_1061,logistics,59854884,0,2,Seed,USA,2,Rejected,Namita
MetaSolutions_1062,fashion,42410350,7.295,4,Angel,USA,1,Partially Funded,Kevin
NextPulse_1063,ai,49114685,7.295,2,Unknown,UK,5,Partially Funded,Namita
FoodHive_1064,travel,49114685,7.295,2,Unknown,Unknown,7,No Deal,Aman
BrightWorks_1065,AI,49114685,7.295,1,Unknown,UK,4,Funded,Mark
DataGrow_1066,logistics,21666259,7.295,3,Unknown,USA,2,Offer Withdrawn,Ashneer
FoodBridge_1067,fashion,93041349,7.295,1,Unknown,Canada,2,Unknown,Anupam
FoodLink_1068,FinTech,93819879,37.52,2,Unknown,USA,2,Partially Funded,Barbara
HyperHub_1069,E‑commerce,22687111,0,3,Series B,Canada,2,Rejected,Anupam
GreenLabs_1070,Food,79204993,0,2,Series B,USA,1,Rejected,Mark
HealthCore_1071,fashion,49114685,0,2,Angel,Canada,2,Rejected,Namita
FoodWorks_1072,food,77093235,20.99,2,Angel,UAE,2,Offer Withdrawn,Vineeta
TechBridge_1073,edtech,49114685,26.41,2,Unknown,UAE,2,Partially Funded,Namita
MetaCore_1074,logistics,82620396,0,3,Series B,India,4,Rejected,Ashneer
FinBox_1075,food,67476323,7.295,4,Unknown,UAE,2,Funded,Lori
NextBridge_1076,Travel,49114685,7.295,1,Series B,India,1,Offer Withdrawn,Unknown
DigitalSolutions_1077,Agri,49114685,7.295,2,Unknown,Unknown,7,Unknown,Vineeta
HyperFoods_1078,food,49114685,54.83,2,Series A,UK,7,Offer Withdrawn,Mark
NextCore_1079,AI,49114685,7.295,2,Seed,Unknown,5,No Deal,Namita
InnoFoods_1080,edtech,49114685,52.35,4,Series A,UAE,4,Unknown,Namita
NextMart_1081,fintech,49114685,43.26,2,Seed,Canada,2,Funded,Ashneer
UrbanLabs_1082,tech,49114685,7.295,2,Angel,UAE,6,Offer Withdrawn,Mark
BrightBridge_1083,ecommerce,49114685,0,1,Unknown,India,1,Rejected,Aman
AISpark_1084,Agri,49114685,7.295,2,Unknown,India,4,Funded,Unknown
TechBridge_1085,fintech,49114685,7.295,2,Series C,UAE,4,Offer Withdrawn,Barbara
UrbanSolutions_1086,Logistics,53906942,7.295,1,Angel,India,2,Partially Funded,Mark
EduMart_1087,ecommerce,17407767,7.295,2,Series C,India,2,Funded,Aman
FoodWorks_1088,FinTech,30696968,7.295,2,Angel,USA,2,No Deal,Kevin
AgriEdge_1089,FinTech,37487329,32.02,4,Unknown,UK,1,Offer Withdrawn,Ashneer
MetaNest_1090,food,49114685,7.295,2,Series C,India,6,Offer Withdrawn,Ashneer
AgriPulse_1091,tech,26846879,7.295,2,Angel,UK,7,No Deal,Vineeta
NextFoods_1092,Logistics,49114685,7.295,2,Series B,Canada,4,No Deal,Lori
FreshWave_1093,AI,49114685,7.295,2,Series A,Canada,4,Funded,Mark
BrightSolutions_1094,edtech,9573082,7.295,3,Series A,USA,2,No Deal,Anupam
FreshBox_1095,FinTech,49114685,0,2,Angel,UAE,5,Rejected,Aman
TechLabs_1096,agri,49114685,7.295,4,Series C,USA,5,Offer Withdrawn,Namita
DigitalSystems_1097,Travel,61555767,7.295,2,Angel,USA,2,Funded,Aman
UrbanHub_1098,E‑commerce,49114685,7.295,2,Angel,Canada,2,Offer Withdrawn,Vineeta
MetaHub_1099,agri,49114685,7.295,2,Bootstrapped,UK,2,Unknown,Peyush
MetaGen_1100,food,49114685,7.295,3,Series B,Unknown,3,No Deal,Unknown
QuantumKart_1101,logistics,49114685,37.82,2,Series B,Canada,2,Offer Withdrawn,Lori
DataGrow_1102,ecommerce,19508520,7.295,3,Unknown,Unknown,5,No Deal,Barbara
MetaBridge_1103,Agri,49114685,7.295,4,Angel,Unknown,7,Partially Funded,Lori
NextWorks_1104,ecommerce,49114685,55.51,3,Series B,UK,4,Unknown,Peyush
CloudWorks_1105,AI,49114685,20.74,2,Bootstrapped,Canada,3,Funded,Mark
GreenSystems_1106,tech,78711205,7.295,2,Series C,Canada,1,Funded,Anupam
DigitalWorks_1107,Food,49114685,6.28,4,Angel,India,7,Offer Withdrawn,Peyush
SmartGen_1108,tech,31819934,7.295,2,Series A,Unknown,4,Offer Withdrawn,Ashneer
FoodWorks_1109,travel,65879180,7.295,2,Series A,India,2,Offer Withdrawn,Barbara
FinWave_1110,fashion,24542643,7.295,2,Series A,India,7,Unknown,Vineeta
FreshEdge_1111,Tech,49114685,7.295,1,Bootstrapped,USA,3,Partially Funded,Lori
DigitalHub_1112,ecommerce,49114685,7.295,2,Bootstrapped,Canada,7,Unknown,Mark
HealthSystems_1113,logistics,49114685,0,2,Unknown,UAE,5,Rejected,Lori
AgriHub_1114,EdTech,49114685,7.295,2,Series C,USA,5,Unknown,Lori
HealthNest_1115,Unknown,49114685,7.295,3,Series B,UAE,1,Unknown,Anupam
HealthPulse_1116,agri,49114685,47.99,3,Series B,UAE,3,Unknown,Anupam
FinCore_1117,logistics,49114685,7.295,2,Bootstrapped,USA,5,Funded,Unknown
EduSolutions_1118,agri,49114685,7.295,2,Series A,India,3,Offer Withdrawn,Barbara
NextWorks_1119,food,70163533,7.295,2,Series B,India,5,No Deal,Mark
MetaLabs_1120,AI,11271374,7.295,1,Series C,UAE,4,Offer Withdrawn,Ashneer
TechHub_1121,travel,87870950,7.295,2,Unknown,India,5,Partially Funded,Aman
HyperBox_1122,E‑commerce,13970942,17.43,4,Series A,UAE,2,Partially Funded,Peyush
HealthMart_1123,Agri,49114685,7.295,3,Unknown,Canada,2,Unknown,Anupam
InnoKart_1124,Food,49114685,7.295,2,Angel,UAE,2,No Deal,Mark
CloudHub_1125,fashion,15299398,7.295,2,Series A,Unknown,4,No Deal,Unknown
HealthBridge_1126,Agri,49114685,0,4,Series A,USA,4,Rejected,Kevin
HyperHub_1127,agri,49114685,7.295,3,Series B,UAE,5,Offer Withdrawn,Aman
InnoKart_1128,food,93447651,7.295,2,Bootstrapped,USA,4,Partially Funded,Peyush
BrightKart_1129,Fashion,98669891,7.295,3,Angel,USA,2,Funded,Peyush
CloudBridge_1130,ecommerce,49114685,0,2,Seed,Canada,1,Rejected,Namita
BrightCore_1131,Travel,64030308,7.295,2,Unknown,USA,4,Offer Withdrawn,Peyush
QuantumHub_1132,travel,14092444,7.295,2,Unknown,Unknown,4,Offer Withdrawn,Lori
NextKart_1133,Health,49114685,7.295,1,Angel,Canada,3,No Deal,Aman
HealthGrow_1134,Fashion,49114685,38.38,2,Seed,Unknown,7,Unknown,Aman
TechHub_1135,Food,49114685,7.295,1,Series C,USA,3,Funded,Barbara
DigitalHub_1136,food,49114685,0,4,Series A,Canada,7,Rejected,Unknown
DigitalPulse_1137,Logistics,49114685,7.295,3,Seed,UK,5,No Deal,Lori
DataWorks_1138,tech,21494265,7.295,2,Unknown,UAE,2,No Deal,Mark
SmartBox_1139,Food,49114685,7.295,3,Bootstrapped,India,3,Unknown,Mark
FoodPulse_1140,agri,49114685,55.12,2,Unknown,UAE,2,Partially Funded,Unknown
MetaCore_1141,Food,49114685,7.295,4,Series C,UK,2,Offer Withdrawn,Ashneer
SmartGen_1142,FinTech,49114685,42.96,2,Series A,USA,2,Partially Funded,Unknown
DataKart_1143,logistics,19089,7.295,2,Angel,India,7,Unknown,Vineeta
BrightPulse_1144,health,93536125,35.69,4,Series C,UAE,3,Offer Withdrawn,Anupam
HealthBridge_1145,AI,49114685,7.295,4,Angel,UAE,2,Partially Funded,Unknown
FinSpark_1146,AI,49114685,33.28,2,Seed,USA,5,Partially Funded,Lori
SmartEdge_1147,edtech,46151669,7.295,2,Bootstrapped,Canada,5,Unknown,Vineeta
CloudWorks_1148,Health,49114685,7.295,2,Unknown,UK,4,No Deal,Lori
QuantumWave_1149,fintech,49114685,38.89,1,Seed,USA,2,Funded,Kevin
AgriSystems_1150,Logistics,49114685,40.7,4,Bootstrapped,USA,4,Partially Funded,Ashneer
MetaNest_1151,Health,76121078,0,2,Unknown,Canada,2,Rejected,Peyush
HyperLink_1152,Health,49114685,7.295,2,Bootstrapped,Unknown,6,No Deal,Peyush
HealthFoods_1153,Tech,49114685,0,2,Series C,Unknown,2,Rejected,Lori
DigitalEdge_1154,Travel,78182827,7.295,3,Series C,USA,2,Funded,Barbara
GreenWave_1155,food,49114685,7.295,2,Series A,Canada,3,Funded,Ashneer
TechSystems_1156,Health,49114685,0,1,Series A,India,4,Rejected,Anupam
DigitalBridge_1157,E‑commerce,49114685,7.295,2,Series C,UAE,2,No Deal,Barbara
HyperPulse_1158,Agri,49114685,7.295,2,Seed,USA,2,Offer Withdrawn,Mark
MetaFoods_1159,edtech,49114685,58.05,4,Series C,India,6,Partially Funded,Ashneer
AIHub_1160,AI,49114685,7.295,4,Unknown,Canada,7,Funded,Unknown
AIMart_1161,EdTech,49114685,7.295,2,Bootstrapped,USA,5,Offer Withdrawn,Mark
TechBridge_1162,Travel,39659078,2.64,2,Bootstrapped,India,5,Funded,Mark
AgriSystems_1163,EdTech,49114685,7.295,2,Series B,Canada,3,Offer Withdrawn,Namita
DigitalKart_1164,Tech,49114685,0,2,Series C,India,4,Rejected,Lori
FinNest_1165,ai,49114685,7.295,2,Angel,USA,4,Offer Withdrawn,Mark
FreshFoods_1166,Unknown,49114685,2.53,2,Series A,Unknown,7,Offer Withdrawn,Kevin
AgriCore_1167,ai,49114685,7.295,2,Series C,India,4,Offer Withdrawn,Vineeta
EduSystems_1168,Agri,49114685,7.295,2,Series B,UAE,2,Funded,Barbara
DigitalLabs_1169,Travel,49114685,7.295,4,Series B,Unknown,2,Funded,Vineeta
AISpark_1170,Food,49114685,0,4,Series B,India,2,Rejected,Kevin
DataSolutions_1171,fashion,92101201,0,2,Series A,UAE,4,Rejected,Mark
FinSpark_1172,Logistics,49114685,7.295,2,Series A,USA,6,Offer Withdrawn,Barbara
GreenHub_1173,Unknown,49114685,7.295,2,Series A,USA,7,Funded,Anupam
UrbanFoods_1174,logistics,49114685,0,2,Bootstrapped,India,4,Rejected,Namita
FinGen_1175,fashion,49114685,0,2,Series A,Unknown,5,Rejected,Unknown
FinPulse_1176,Agri,49114685,7.295,2,Series B,Canada,6,No Deal,Unknown
HealthWorks_1177,fintech,49114685,7.295,1,Angel,UK,2,Offer Withdrawn,Kevin
MetaEdge_1178,E‑commerce,26278290,6.42,1,Seed,Canada,2,Unknown,Kevin
CloudSpark_1179,travel,78973397,31.64,2,Series B,UK,5,Offer Withdrawn,Barbara
QuantumLink_1180,EdTech,49114685,20.06,4,Series C,UAE,3,Funded,Kevin
FreshWave_1181,fintech,49114685,0,2,Angel,UAE,1,Rejected,Peyush
QuantumSolutions_1182,travel,72202378,7.295,2,Seed,India,4,Offer Withdrawn,Namita
CloudMart_1183,fintech,49114685,7.295,3,Seed,UAE,2,Partially Funded,Kevin
CloudFoods_1184,EdTech,49114685,7.295,2,Seed,India,2,Partially Funded,Lori
AgriBridge_1185,ai,49114685,7.295,2,Bootstrapped,UK,5,Funded,Anupam
FinBox_1186,EdTech,38103828,7.295,1,Angel,Unknown,5,No Deal,Kevin
SmartEdge_1187,logistics,42883083,50.18,1,Series A,UAE,2,Offer Withdrawn,Aman
SmartSpark_1188,health,49114685,7.295,2,Bootstrapped,Canada,3,Funded,Vineeta
AIHub_1189,ecommerce,49114685,7.295,2,Unknown,Canada,2,Partially Funded,Vineeta
FoodKart_1190,travel,49114685,7.295,3,Angel,Unknown,5,No Deal,Ashneer
AIKart_1191,agri,49114685,7.295,3,Series C,Canada,4,Offer Withdrawn,Namita
DataHub_1192,E‑commerce,49114685,7.295,1,Bootstrapped,Canada,7,Funded,Lori
DataFoods_1193,Logistics,17193480,4.04,2,Series A,USA,7,Funded,Peyush
FoodLabs_1194,FinTech,31120554,55.63,1,Unknown,UK,4,Offer Withdrawn,Lori
