startup_name,domain,funding_amount,equity_offered,founders,stage,country,season,deal_status,investor
BrightSolutions_745,health,,14.54%,1 founder,Bootstrapped,uae,7,Rejected,Kevin
HyperPulse_746,AI,77076812,unknown,3 founders,Series A,india,7,,Mark
CloudLabs_747,Logistics,5764137,unknown,4 founders,,India,7,Rejected,Ashneer
UrbanGen_748,edtech,80319848,unknown,3 founders,Series C,usa,,Rejected,Ashneer
AIWave_749,Travel,,unknown,3 founders,,USA,4,Offer Withdrawn,Peyush
AIEdge_750,Food,,unknown,Unknown,Series C,USA,,Offer Withdrawn,Lori
DataLabs_751,fashion,,,Unknown,Seed,uae,,Funded,Peyush
GreenGen_752,food,,43.07%,,,india,2,Funded,Namita
DigitalSolutions_753,,,unknown,1 founder,Angel,usa,6,Offer Withdrawn,Kevin
BrightNest_754,,68716099,unknown,4 founders,Angel,canada,5,Partially Funded,
AgriWorks_755,tech,12786453,,3 founders,Series C,uk,2,No Deal,
HealthWorks_756,health,98829135,,4 founders,Seed,uk,5,Funded,Aman
InnoLabs_757,travel,,,2 founders,Pre-Seed,uae,,,Ashneer
InnoGen_758,food,,,,Series C,,2,Funded,Lori
AIWorks_759,tech,26396478,unknown,,Pre-Seed,USA,4,Offer Withdrawn,Lori
GreenSpark_760,,,unknown,4 founders,Series C,Canada,5,Funded,Peyush
FinGen_761,Agri,,,2 founders,Seed,usa,3,Offer Withdrawn,Ashneer
DataPulse_762,edtech,,unknown,2 founders,Series B,India,5,Rejected,Kevin
HyperPulse_763,FinTech,,unknown,Unknown,Seed,Canada,7,No Deal,Aman
HyperCore_764,,,,1 founder,Series C,USA,,No Deal,Kevin
DataGen_765,agri,,,,Angel,india,4,,
NextEdge_766,agri,,unknown,4 founders,,India,2,Offer Withdrawn,Mark
AgriCore_767,Food,,,1 founder,Series B,USA,2,Rejected,Vineeta
AgriBridge_768,Tech,,unknown,,Bootstrapped,uae,5,Partially Funded,Mark
UrbanLink_769,Fashion,,unknown,Unknown,Series B,Canada,3,Offer Withdrawn,Namita
SmartSolutions_770,travel,,unknown,,Pre-Seed,India,5,Rejected,Kevin
DigitalFoods_771,EdTech,,,Unknown,Bootstrapped,,5,Rejected,Vineeta
HealthEdge_772,Tech,54359901,unknown,Unknown,Series B,canada,5,No Deal,Kevin
AgriNest_773,agri,88800926,unknown,Unknown,Bootstrapped,usa,2,Funded,Ashneer
HealthBox_774,Travel,,unknown,,,uae,4,Rejected,Lori
FreshSystems_775,Food,88196131,,,Seed,USA,2,Offer Withdrawn,Kevin
EduFoods_776,Travel,,38.27%,4 founders,,uae,1,,Mark
EduPulse_777,Agri,,unknown,1 founder,Pre-Seed,UAE,7,Partially Funded,Kevin
NextNest_778,ecommerce,,unknown,,Bootstrapped,UAE,,Rejected,Anupam
MetaNest_779,Agri,65803504,,4 founders,Series A,usa,7,Funded,Peyush
AIWorks_780,Agri,,,,,uk,6,Funded,Barbara
FinCore_781,EdTech,,unknown,1 founder,,USA,1,Offer Withdrawn,Aman
NextSystems_782,ecommerce,,15.39%,,Pre-Seed,usa,3,Rejected,Ashneer
BrightPulse_783,Food,,,4 founders,,India,,No Deal,Aman
EduSolutions_784,agri,,,2 founders,Pre-Seed,India,2,No Deal,Aman
SmartPulse_785,ecommerce,,unknown,,,canada,6,,Namita
FreshMart_786,Agri,,,4 founders,Bootstrapped,Canada,2,No Deal,Anupam
InnoSpark_787,EdTech,,15.23%,1 founder,Pre-Seed,USA,1,,Peyush
NextLabs_788,Agri,,17.77%,3 founders,Angel,,4,Rejected,Lori
BrightBridge_789,Agri,62092356,unknown,3 founders,Series A,uk,4,Partially Funded,Ashneer
QuantumCore_790,,,10.22%,,Pre-Seed,uk,4,Partially Funded,Ashneer
GreenMart_791,Agri,,unknown,,Series C,India,,Funded,Aman
HealthNest_792,Food,67670595,,3 founders,Seed,usa,3,No Deal,Barbara
UrbanGrow_793,Health,,,3 founders,Bootstrapped,india,1,Partially Funded,Mark
UrbanBridge_794,,,,,Angel,,6,Funded,Vineeta
DataWorks_795,Fashion,18818495,unknown,Unknown,Series A,canada,4,Rejected,Kevin
UrbanHub_796,ecommerce,51484003,,2 founders,Bootstrapped,India,1,Rejected,Namita
FinFoods_797,food,59207493,18.95%,Unknown,Series A,,,Funded,
DigitalGen_798,,16188382,,,Bootstrapped,canada,2,Rejected,Barbara
DigitalBox_799,food,,unknown,,Bootstrapped,UAE,6,Rejected,Aman
AIBridge_800,Food,,,3 founders,,uk,4,Partially Funded,Lori
FreshLink_801,agri,,unknown,4 founders,Series A,india,3,Offer Withdrawn,Aman
EduLink_802,Tech,,8.76%,3 founders,,UAE,3,No Deal,Namita
CloudLink_803,ecommerce,,18.64%,3 founders,Angel,UAE,7,Funded,Aman
MetaKart_804,Fashion,,,4 founders,Angel,,4,Rejected,Mark
InnoLabs_805,AI,,,Unknown,Pre-Seed,Canada,2,Offer Withdrawn,Ashneer
EduMart_806,Fashion,,,3 founders,Seed,uae,,No Deal,Peyush
DigitalWorks_807,food,,47.70%,1 founder,Series A,UAE,1,Funded,Namita
EduCore_808,food,,,1 founder,,,,No Deal,Ashneer
DataGrow_809,fashion,,unknown,4 founders,,uk,,,Lori
AgriLabs_810,Food,,,,Bootstrapped,UAE,,No Deal,Barbara
DigitalNest_811,travel,,unknown,2 founders,,Canada,2,Funded,
FreshFoods_812,,,unknown,2 founders,,UAE,4,Funded,Vineeta
AIGen_813,Health,,,4 founders,Series C,Canada,5,Offer Withdrawn,Barbara
AIGen_814,Health,,,,Series B,canada,3,Rejected,Mark
DataWave_815,logistics,24827030,50.79%,,Pre-Seed,canada,,No Deal,Vineeta
DataCore_816,Health,,,,Series A,India,,Partially Funded,Mark
InnoPulse_817,,,unknown,3 founders,Pre-Seed,USA,3,Partially Funded,Anupam
FreshLink_818,health,,,3 founders,Seed,uae,,Rejected,Ashneer
AgriWave_819,FinTech,,,3 founders,,Canada,6,No Deal,Aman
FreshLink_820,edtech,,,3 founders,Series A,uk,6,Offer Withdrawn,Vineeta
EduHub_821,fashion,,unknown,,Pre-Seed,India,,No Deal,Vineeta
InnoSpark_822,Travel,,,Unknown,Series C,canada,3,Funded,Aman
AgriCore_823,ai,,unknown,1 founder,Angel,India,7,Partially Funded,Mark
EduGrow_824,Travel,,33.67%,Unknown,Angel,,7,Rejected,Ashneer
CloudEdge_825,FinTech,2714524,,2 founders,,usa,3,Rejected,Aman
DigitalNest_826,AI,,,4 founders,,india,,No Deal,Barbara
CloudBox_827,Health,,,4 founders,,uae,4,Partially Funded,Peyush
DataFoods_828,Fashion,40450481,28.01%,1 founder,Angel,,6,Funded,Namita
InnoHive_829,FinTech,,unknown,4 founders,Seed,usa,3,,Namita
NextNest_830,health,,,,Angel,Canada,2,,Peyush
SmartEdge_831,fintech,,unknown,3 founders,Series A,uk,2,Funded,
SmartHive_832,agri,44210458,,Unknown,Series B,canada,2,Rejected,Anupam
NextBox_833,tech,,24.73%,,Angel,Canada,7,Rejected,Vineeta
BrightCore_834,E‑commerce,92426164,,Unknown,,canada,,Partially Funded,Namita
FreshLink_835,logistics,,unknown,2 founders,Bootstrapped,India,2,No Deal,Lori
BrightPulse_836,AI,,39.11%,Unknown,Bootstrapped,uae,4,Offer Withdrawn,Ashneer
FreshBox_837,Logistics,,31.42%,2 founders,Pre-Seed,india,4,Partially Funded,Aman
FoodGen_838,food,44148061,,2 founders,Seed,USA,3,Partially Funded,Ashneer
DigitalSpark_839,Health,49340876,unknown,2 founders,Pre-Seed,USA,4,Funded,Mark
InnoSpark_840,fashion,,unknown,,Series B,canada,1,Offer Withdrawn,Namita
UrbanPulse_841,Logistics,,,Unknown,Seed,UAE,3,,Lori
TechPulse_842,food,48327075,27.22%,,Angel,UAE,3,Funded,Namita
FreshGrow_843,Agri,,,,Series C,usa,3,Partially Funded,Vineeta
MetaPulse_844,Tech,70768935,45.64%,1 founder,Bootstrapped,uk,2,Offer Withdrawn,Anupam
TechWave_845,food,,unknown,1 founder,Series A,USA,,No Deal,Peyush
HealthBridge_846,,,,,Bootstrapped,uk,1,,Barbara
FinBox_847,health,,22.40%,,Series C,UAE,1,Rejected,Lori
AIFoods_848,Health,,,Unknown,Angel,usa,7,Partially Funded,Aman
QuantumHub_849,health,8273134,unknown,3 founders,Series A,India,1,,Barbara
FinPulse_850,,,,2 founders,Angel,India,5,Offer Withdrawn,
GreenMart_851,E‑commerce,,56.54%,1 founder,,canada,5,No Deal,Mark
DataSolutions_852,edtech,,,,Series B,uae,2,Rejected,Kevin
AIBox_853,fintech,,,3 founders,Pre-Seed,,7,No Deal,Anupam
SmartFoods_854,EdTech,,,3 founders,Bootstrapped,usa,7,Partially Funded,Aman
FoodHive_855,food,,,4 founders,Angel,UAE,5,Rejected,Mark
EduCore_856,Travel,,18.68%,,Angel,India,,Rejected,Peyush
NextHub_857,Fashion,,,,Pre-Seed,UAE,1,Rejected,Anupam
DataWave_858,Tech,,,1 founder,Series B,usa,4,,Ashneer
AgriWorks_859,fintech,,unknown,4 founders,,uk,7,Offer Withdrawn,Anupam
AgriBridge_860,Fashion,81352891,unknown,Unknown,,USA,7,,Namita
BrightEdge_861,food,,,,Series A,India,1,Rejected,Kevin
TechLabs_862,Food,92156903,unknown,1 founder,Seed,USA,4,Rejected,Kevin
DataFoods_863,travel,,30.80%,,Bootstrapped,canada,3,Partially Funded,
InnoSystems_864,logistics,,unknown,3 founders,Series C,UAE,3,Funded,
QuantumLabs_865,Fashion,4978399,,4 founders,Bootstrapped,canada,,Rejected,
BrightNest_866,ecommerce,,,,Bootstrapped,canada,6,,Aman
HyperSystems_867,tech,,38.33%,Unknown,Series A,India,,Rejected,Mark
FinGrow_868,health,,unknown,Unknown,Series A,usa,7,,Anupam
GreenSpark_869,travel,,32.64%,2 founders,Series B,uae,7,Partially Funded,Anupam
GreenGrow_870,ecommerce,,,2 founders,Angel,,6,Offer Withdrawn,Barbara
HyperSystems_871,Logistics,,47.03%,,Series C,uk,5,Offer Withdrawn,Mark
DataWave_872,,,,,Series B,uae,1,Rejected,Ashneer
QuantumWave_873,Tech,,33.63%,,Series C,USA,3,Funded,Ashneer
TechSolutions_874,Agri,,9.19%,,Angel,India,7,No Deal,Peyush
FreshLink_875,travel,,26.35%,,Pre-Seed,canada,1,Partially Funded,Namita
FreshWorks_876,EdTech,97772241,40.05%,4 founders,,uk,,,Namita
DataHive_877,FinTech,56648682,unknown,4 founders,Series C,canada,6,Rejected,Anupam
DataSolutions_878,tech,,,2 founders,Series B,Canada,,Funded,
NextPulse_879,travel,,,4 founders,Series C,canada,1,Funded,Kevin
GreenGrow_880,Fashion,,,Unknown,Pre-Seed,India,7,Offer Withdrawn,Peyush
SmartWave_881,travel,,7.50%,,Series B,,7,Funded,Lori
DataFoods_882,Tech,33421253,unknown,4 founders,Pre-Seed,uae,,Rejected,Lori
QuantumPulse_883,edtech,60291204,,2 founders,Series A,usa,7,Funded,Lori
FreshBridge_884,fashion,,59.89%,3 founders,,uk,5,No Deal,Vineeta
FoodLabs_885,food,,unknown,,,USA,2,Partially Funded,Barbara
GreenWave_886,EdTech,86339931,,4 founders,Series C,India,7,Offer Withdrawn,Barbara
MetaEdge_887,Travel,,48.38%,4 founders,,usa,5,Offer Withdrawn,Lori
TechHive_888,,,unknown,,Seed,,6,Funded,
QuantumGrow_889,health,74271976,3.86%,3 founders,Seed,india,,Partially Funded,
SmartSolutions_890,EdTech,,,,,Canada,4,,Anupam
HealthBridge_891,food,,28.54%,3 founders,Pre-Seed,UAE,4,,Peyush
TechBridge_892,Food,6639361,,3 founders,,uae,2,No Deal,Namita
GreenSpark_893,ai,,unknown,Unknown,Bootstrapped,india,6,Partially Funded,Vineeta
InnoWorks_894,Tech,80990712,unknown,3 founders,,usa,7,,Vineeta
AIKart_895,fintech,,unknown,3 founders,Angel,uk,1,Funded,Peyush
UrbanSolutions_896,EdTech,,,4 founders,Series B,uae,2,,Namita
UrbanGrow_897,fashion,,,3 founders,Series B,usa,,No Deal,Anupam
SmartGen_898,FinTech,,unknown,,Angel,usa,7,Rejected,
FoodSpark_899,Fashion,,,,Seed,india,1,,Barbara
HealthBridge_900,travel,,unknown,3 founders,Seed,india,6,Offer Withdrawn,Aman
AIKart_901,tech,72490594,unknown,2 founders,Angel,usa,2,Partially Funded,Ashneer
AILink_902,AI,,22.18%,2 founders,Angel,uk,,No Deal,Kevin
EduCore_903,Logistics,,unknown,,Angel,canada,7,Partially Funded,Aman
HealthLink_904,edtech,72757054,23.45%,,Series A,canada,2,Partially Funded,Lori
SmartBridge_905,EdTech,88700010,unknown,,Pre-Seed,usa,4,Offer Withdrawn,Aman
NextBox_906,Fashion,,,,,usa,2,Rejected,Mark
FinWave_907,tech,,,Unknown,Pre-Seed,uae,1,Partially Funded,Namita
AgriMart_908,,66790744,13.51%,1 founder,Series C,Canada,4,,Peyush
FoodSpark_909,Logistics,,14.80%,,,canada,4,,Namita
EduCore_910,agri,,56.74%,,Bootstrapped,UAE,5,Rejected,Ashneer
HyperKart_911,food,,,,Series A,india,,Offer Withdrawn,
HealthLink_912,edtech,56393704,,2 founders,Bootstrapped,uae,,No Deal,Ashneer
DataNest_913,food,,,,Seed,canada,,,Vineeta
CloudGrow_914,Tech,,,1 founder,Pre-Seed,Canada,4,,Namita
DigitalEdge_915,EdTech,42697208,,2 founders,Angel,usa,,,Anupam
HyperHub_916,E‑commerce,22200722,36.15%,2 founders,Pre-Seed,uk,2,No Deal,Barbara
HyperCore_917,agri,,55.26%,,Series A,India,2,No Deal,Anupam
AgriLink_918,Health,,unknown,,Series A,India,7,Rejected,
HealthSystems_919,Fashion,71476967,,1 founder,Series B,india,2,Offer Withdrawn,Peyush
HyperEdge_920,AI,,,1 founder,Angel,USA,7,Offer Withdrawn,Peyush
DigitalGen_921,Fashion,,38.86%,4 founders,Series B,,3,Rejected,Ashneer
FoodEdge_922,logistics,,18.04%,2 founders,Seed,uae,4,Funded,Anupam
AIGen_923,Health,69238427,,Unknown,Seed,,5,Offer Withdrawn,Kevin
HealthGrow_924,logistics,99369892,,3 founders,Series A,usa,6,Partially Funded,Aman
GreenMart_925,E‑commerce,,3.23%,,Angel,UAE,3,Rejected,Namita
BrightWorks_926,Travel,,,,,canada,,,Anupam
DataMart_927,Health,,unknown,,Series C,uk,2,Offer Withdrawn,Namita
HealthWave_928,ai,,,2 founders,,USA,,,Aman
BrightWave_929,Food,,unknown,3 founders,Angel,uae,6,Funded,
MetaSpark_930,fashion,47126900,,4 founders,Angel,uk,1,Funded,Ashneer
AIBridge_931,tech,,,3 founders,Series B,usa,,Partially Funded,Namita
DigitalSolutions_932,,,3.78%,1 founder,Bootstrapped,,6,No Deal,Kevin
FinLabs_933,travel,,unknown,Unknown,Seed,uk,,Funded,Vineeta
TechGen_934,agri,,,,Angel,uae,1,Funded,Ashneer
HyperNest_935,FinTech,66475539,,Unknown,Angel,India,1,Rejected,Lori
FoodSolutions_936,ecommerce,42691349,,4 founders,Series B,india,4,Funded,Namita
GreenNest_937,fintech,,unknown,4 founders,Series B,usa,3,Partially Funded,Barbara
TechGen_938,health,,4.17%,2 founders,Series C,Canada,6,Rejected,Kevin
HyperCore_939,Agri,,26.29%,2 founders,Seed,USA,3,,
QuantumKart_940,AI,,,1 founder,Series B,,,No Deal,Kevin
EduNest_941,Travel,,unknown,4 founders,Series A,uae,,Offer Withdrawn,Barbara
GreenSystems_942,logistics,,,,Bootstrapped,Canada,4,Rejected,Anupam
HealthMart_943,tech,,,4 founders,Angel,USA,5,Rejected,Peyush
NextGrow_944,health,,unknown,,Series B,uk,2,Funded,Barbara
GreenSpark_945,Agri,38188247,,3 founders,Series C,canada,2,Offer Withdrawn,
MetaSpark_946,FinTech,56225394,unknown,,Pre-Seed,uae,6,Partially Funded,Kevin
AIKart_947,ai,,,,Angel,USA,6,Funded,Kevin
InnoGrow_948,fintech,,,,,uk,1,Partially Funded,Aman
AgriNest_949,food,,,1 founder,Seed,UAE,,Rejected,
AgriWorks_950,tech,11845812,,,,India,7,Rejected,Anupam
HyperNest_951,agri,,,,Pre-Seed,uae,6,Rejected,Aman
FreshLabs_952,Food,56699464,,2 founders,Series B,India,6,Funded,Ashneer
HealthGrow_953,fashion,,unknown,1 founder,Series A,,4,,
InnoFoods_954,edtech,94948712,,4 founders,Series A,uae,2,,Kevin
TechEdge_955,food,,,3 founders,Series B,usa,5,No Deal,Peyush
HyperKart_956,edtech,88092750,,2 founders,Bootstrapped,UAE,,Rejected,Mark
TechSpark_957,fintech,,,2 founders,Series B,uk,5,,
GreenGrow_958,travel,,,4 founders,,,1,Funded,Ashneer
AICore_959,tech,,,3 founders,Angel,uk,,Offer Withdrawn,Kevin
AgriBridge_960,EdTech,27079291,unknown,Unknown,Bootstrapped,uk,,Partially Funded,Mark
MetaSystems_961,health,23126273,unknown,Unknown,Series B,USA,,Offer Withdrawn,Kevin
UrbanEdge_962,fashion,77409287,,4 founders,Pre-Seed,India,1,Offer Withdrawn,
GreenWorks_963,Food,,,1 founder,Series A,usa,4,,Barbara
SmartLabs_964,logistics,,unknown,4 founders,Bootstrapped,USA,4,Offer Withdrawn,Mark
QuantumSystems_965,Fashion,,unknown,2 founders,Angel,uk,4,Funded,Barbara
QuantumSpark_966,Health,,unknown,,Series A,USA,5,Rejected,Namita
AgriBridge_967,tech,,,4 founders,Series C,UAE,,No Deal,
AISpark_968,food,,unknown,,Series C,Canada,,Offer Withdrawn,Mark
FinWorks_969,logistics,82427838,55.32%,3 founders,Bootstrapped,UAE,3,,Barbara
MetaCore_970,fashion,,,,,canada,2,Partially Funded,Aman
FinGen_971,tech,,unknown,2 founders,Series C,USA,4,Rejected,Vineeta
AgriLabs_972,AI,,unknown,,Series A,UAE,5,Offer Withdrawn,Namita
AIGrow_973,FinTech,,,,Series B,India,4,,Ashneer
EduWorks_974,Food,,,Unknown,Pre-Seed,canada,5,,Ashneer
CloudPulse_975,Agri,,unknown,2 founders,Series B,uk,,Partially Funded,Peyush
QuantumLabs_976,E‑commerce,,52.73%,Unknown,Series B,Canada,7,Funded,Mark
CloudNest_977,E‑commerce,,,Unknown,Bootstrapped,canada,6,Partially Funded,Aman
FinHive_978,tech,,unknown,,Series B,Canada,,Offer Withdrawn,
DigitalFoods_979,,34574535,unknown,,Pre-Seed,Canada,7,No Deal,Aman
AICore_980,fashion,,,2 founders,,UAE,7,Funded,Peyush
QuantumCore_981,ecommerce,11627750,59.09%,Unknown,,Canada,,Offer Withdrawn,Kevin
DataNest_982,Health,,6.99%,4 founders,Bootstrapped,UAE,1,No Deal,Aman
UrbanWave_983,agri,,unknown,2 founders,Pre-Seed,India,4,,Mark
NextHive_984,Logistics,66529983,38.37%,Unknown,Series C,canada,6,Offer Withdrawn,
FreshFoods_985,food,,unknown,Unknown,Pre-Seed,,5,Partially Funded,Aman
AIGrow_986,FinTech,,16.99%,1 founder,Series A,USA,5,,Namita
FreshBridge_987,Health,63334276,,4 founders,Bootstrapped,india,,Offer Withdrawn,Kevin
DataHive_988,health,,17.64%,4 founders,Seed,uk,,No Deal,Kevin
EduGrow_989,ai,11081190,,Unknown,Series B,,6,Funded,Aman
EduEdge_990,EdTech,,37.07%,2 founders,Series A,Canada,1,Rejected,Lori
MetaHive_991,FinTech,,,4 founders,Series C,India,4,Funded,Namita
QuantumCore_992,Food,,,3 founders,Angel,canada,5,Offer Withdrawn,
GreenBridge_993,Health,63529358,,,Seed,canada,1,,Barbara
HyperGrow_994,Logistics,16901065,,,,usa,,Partially Funded,Lori
QuantumWave_995,ecommerce,,unknown,1 founder,Series C,india,7,Offer Withdrawn,Ashneer
BrightBox_996,E‑commerce,,18.52%,2 founders,Series A,USA,3,Funded,
HyperKart_997,Tech,70576104,,4 founders,Series B,uk,5,Offer Withdrawn,Vineeta
AIGen_998,AI,,13.07%,,Series A,canada,1,No Deal,Kevin
NextKart_999,tech,,,Unknown,Series C,India,4,No Deal,Ashneer
MetaHive_1000,tech,57717148,unknown,,Series C,india,2,Funded,Aman
DigitalLabs_1001,E‑commerce,,7.33%,Unknown,Series A,india,3,Partially Funded,Peyush
NextGen_1002,Tech,5239888,,Unknown,Seed,Canada,4,Funded,Namita
AILabs_1003,EdTech,,unknown,1 founder,Pre-Seed,USA,3,No Deal,Peyush
SmartNest_1004,food,32951207,,,,India,2,No Deal,Peyush
MetaLabs_1005,ai,41212952,,1 founder,Seed,india,1,Partially Funded,Vineeta
AgriHub_1006,,79020323,unknown,,Series B,India,1,Partially Funded,Barbara
BrightKart_1007,Tech,,5.74%,3 founders,,India,1,Rejected,Peyush
TechBox_1008,travel,44118889,,,Series B,uae,1,Offer Withdrawn,Namita
InnoMart_1009,Travel,57345634,,3 founders,Series A,Canada,,Funded,Anupam
AIKart_1010,Agri,,,1 founder,Series C,usa,4,Partially Funded,Lori
NextFoods_1011,E‑commerce,84156272,,4 founders,Bootstrapped,UAE,6,No Deal,Kevin
HealthWave_1012,fintech,,,3 founders,Series C,,,,Aman
UrbanSpark_1013,food,,,4 founders,Series C,USA,3,Funded,Namita
MetaSystems_1014,health,,46.83%,3 founders,,canada,1,Offer Withdrawn,Lori
CloudCore_1015,tech,,52.76%,Unknown,Seed,uae,6,Partially Funded,Namita
InnoCore_1016,Logistics,,,,Pre-Seed,India,,,Namita
AISystems_1017,Food,42831916,,3 founders,Series A,UAE,1,Offer Withdrawn,Lori
MetaSystems_1018,ai,23604641,44.98%,3 founders,Series B,india,7,No Deal,Aman
BrightSystems_1019,food,,53.33%,,Series C,canada,3,,Barbara
MetaSolutions_1020,logistics,68747016,,1 founder,Angel,Canada,5,Rejected,Peyush
AgriCore_1021,Fashion,,,,Angel,india,1,Offer Withdrawn,Peyush
BrightBox_1022,Fashion,,,3 founders,Angel,,7,No Deal,Aman
QuantumBox_1023,Logistics,,unknown,Unknown,Pre-Seed,india,6,Funded,Namita
NextBridge_1024,tech,,unknown,3 founders,Series A,canada,4,,Ashneer
HealthBox_1025,logistics,86645795,,,Series C,Canada,3,No Deal,Anupam
DataBox_1026,ai,8690175,,1 founder,Series B,uae,7,Partially Funded,Ashneer
FreshPulse_1027,ai,,,,Series B,canada,1,,Aman
HyperWorks_1028,edtech,,,Unknown,Bootstrapped,canada,6,Funded,Barbara
HyperLabs_1029,tech,,5.94%,4 founders,Seed,uae,5,Offer Withdrawn,Mark
NextWave_1030,AI,,unknown,,Pre-Seed,India,5,Rejected,Vineeta
HyperWave_1031,,,37.74%,,Seed,USA,1,Partially Funded,Kevin
QuantumMart_1032,ecommerce,97052405,,3 founders,Seed,USA,,Rejected,Ashneer
HealthGrow_1033,travel,,22.22%,3 founders,Series A,uk,2,No Deal,Aman
FreshGen_1034,E‑commerce,,,2 founders,Series A,Canada,,No Deal,Anupam
HealthFoods_1035,Food,,,4 founders,Bootstrapped,Canada,3,Funded,
HyperFoods_1036,health,,,4 founders,Pre-Seed,USA,1,No Deal,Ashneer
FoodWorks_1037,Food,,,2 founders,Series A,canada,2,Partially Funded,Kevin
FoodSpark_1038,travel,,,4 founders,Series A,UAE,4,Rejected,Mark
FreshHub_1039,ecommerce,48987214,unknown,,Seed,usa,5,Rejected,
SmartGen_1040,Tech,,,,Seed,India,2,Offer Withdrawn,Anupam
MetaPulse_1041,Agri,2061650,,Unknown,Angel,India,,Rejected,Vineeta
SmartWave_1042,edtech,,,1 founder,Series C,uk,2,Offer Withdrawn,Lori
FoodEdge_1043,,,unknown,4 founders,Seed,india,1,Partially Funded,Aman
AIGen_1044,Fashion,,unknown,2 founders,Series C,uae,6,Rejected,Aman
EduLabs_1045,ecommerce,,,3 founders,Seed,India,2,Funded,Vineeta
CloudWorks_1046,edtech,,unknown,Unknown,Pre-Seed,india,7,Funded,
NextWave_1047,ecommerce,,,2 founders,Seed,uae,,Partially Funded,Ashneer
MetaSolutions_1048,fintech,,,1 founder,Angel,uk,4,Partially Funded,Vineeta
EduWorks_1049,logistics,94869301,8.05%,2 founders,,India,1,Offer Withdrawn,Anupam
SmartWorks_1050,food,,unknown,4 founders,Series B,india,3,Partially Funded,Peyush
QuantumMart_1051,,86739470,,2 founders,Bootstrapped,UAE,7,Rejected,Aman
EduSpark_1052,Food,,43.49%,1 founder,,UAE,,Offer Withdrawn,
FoodSpark_1053,E‑commerce,,unknown,,Bootstrapped,usa,1,Partially Funded,Vineeta
DigitalMart_1054,travel,,,,Series A,Canada,3,Rejected,Anupam
SmartBridge_1055,fintech,,unknown,2 founders,Seed,canada,6,,Lori
TechBridge_1056,ai,,,2 founders,Seed,usa,4,Offer Withdrawn,Peyush
GreenKart_1057,Health,,unknown,2 founders,,Canada,2,Offer Withdrawn,Namita
SmartMart_1058,health,535595,45.18%,,Angel,uk,,Partially Funded,
BrightLink_1059,ai,89188828,17.14%,Unknown,,india,2,Rejected,Anupam
CloudHive_1060,Fashion,66786590,30.68%,1 founder,Pre-Seed,India,6,,
DigitalWorks_1061,logistics,59854884,,,Seed,USA,2,Rejected,Namita
MetaSolutions_1062,fashion,42410350,unknown,4 founders,Angel,usa,1,Partially Funded,Kevin
NextPulse_1063,ai,,,,Pre-Seed,uk,5,Partially Funded,Namita
FoodHive_1064,travel,,,,Pre-Seed,,7,No Deal,Aman
BrightWorks_1065,AI,,unknown,1 founder,,uk,4,Funded,Mark
DataGrow_1066,logistics,21666259,,3 founders,,USA,,Offer Withdrawn,Ashneer
FoodBridge_1067,fashion,93041349,unknown,1 founder,Pre-Seed,Canada,,,Anupam
FoodLink_1068,FinTech,93819879,37.52%,,Pre-Seed,USA,2,Partially Funded,Barbara
HyperHub_1069,E‑commerce,22687111,,3 founders,Series B,canada,2,Rejected,Anupam
GreenLabs_1070,Food,79204993,,2 founders,Series B,usa,1,Rejected,Mark
HealthCore_1071,fashion,,37.31%,,Angel,Canada,2,Rejected,Namita
FoodWorks_1072,food,77093235,20.99%,,Angel,UAE,,Offer Withdrawn,Vineeta
TechBridge_1073,edtech,,26.41%,Unknown,Pre-Seed,UAE,2,Partially Funded,Namita
MetaCore_1074,logistics,82620396,,3 founders,Series B,India,4,Rejected,Ashneer
FinBox_1075,food,67476323,,4 founders,,UAE,,Funded,Lori
NextBridge_1076,Travel,,,1 founder,Series B,India,1,Offer Withdrawn,
DigitalSolutions_1077,Agri,,unknown,Unknown,,,7,,Vineeta
HyperFoods_1078,food,,54.83%,Unknown,Series A,uk,7,Offer Withdrawn,Mark
NextCore_1079,AI,,,,Seed,,5,No Deal,Namita
InnoFoods_1080,edtech,,52.35%,4 founders,Series A,UAE,4,,Namita
NextMart_1081,fintech,,43.26%,2 founders,Seed,Canada,2,Funded,Ashneer
UrbanLabs_1082,tech,,,2 founders,Angel,uae,6,Offer Withdrawn,Mark
BrightBridge_1083,ecommerce,,unknown,1 founder,,india,1,Rejected,Aman
AISpark_1084,Agri,,,,,India,4,Funded,
TechBridge_1085,fintech,,,,Series C,UAE,4,Offer Withdrawn,Barbara
UrbanSolutions_1086,Logistics,53906942,,1 founder,Angel,India,,Partially Funded,Mark
EduMart_1087,ecommerce,17407767,,,Series C,india,,Funded,Aman
FoodWorks_1088,FinTech,30696968,,2 founders,Angel,USA,,No Deal,Kevin
AgriEdge_1089,FinTech,37487329,32.02%,4 founders,Pre-Seed,uk,1,Offer Withdrawn,Ashneer
MetaNest_1090,food,,unknown,2 founders,Series C,india,6,Offer Withdrawn,Ashneer
AgriPulse_1091,tech,26846879,,,Angel,uk,7,No Deal,Vineeta
NextFoods_1092,Logistics,,unknown,,Series B,canada,4,No Deal,Lori
FreshWave_1093,AI,,,,Series A,canada,4,Funded,Mark
BrightSolutions_1094,edtech,9573082,,3 founders,Series A,USA,,No Deal,Anupam
FreshBox_1095,FinTech,,,Unknown,Angel,uae,5,Rejected,Aman
